experiment_id,run_group,seed,variant,payload_version,pass,fail_reasons,state_calibrate,instruction_address,calib_complete,bist_done,correct_read_data,wrong_read_data,abort_seen,abort_reason,abort_reason_name,abort_lane,abort_state,abort_instruction,abort_start_index_check,abort_lane_write_dq_late,abort_lane_read_dq_early,abort_dq_target_index,abort_data_start_index,idelay_data_tap_mismatch_seen,idelay_dqs_tap_mismatch_seen,data_mismatch_lane_mask,dqs_mismatch_lane_mask,reset_from_calibrate_ever,reset_from_test_ever,sync_rst_reasserted_after_release,phy_reset_reasserted_after_release,wrong_read_seen,bitstream_sha256,result_json,finished_at,nextpnr_json,cvc_sdf,fasm,interpretation
baseline-no-lock-seed-2,baseline_no_lock_seed_1_30,2,baseline-no-lock,3,False,"calib_incomplete,calib_state_not_done,bist_not_done",0,1,False,False,0,0,True,2,check_starting_data_search_exhausted,1,14,22,48,True,False,33,0,False,False,0,0,True,False,True,True,False,58d98bf2ee14c53be84767f9a12fe617fe496597058a6274c94c40390f8e7a8d,artifacts/hardware/baseline-no-lock-seed-1-30/baseline-no-lock-seed-2.json,2026-05-27T18:58:51.295839+00:00,/nix/store/jjyms7rpklqbzn2696577kfscj4mc4kd-ypcb-ddr3-nextpnr-json-seed-2/ypcb_00338_1p1_ddr3.placed.json,/nix/store/0kdbg5v141vafykf1nvgb36xf0dfnwh2-ypcb-ddr3-cvc-sdf-seed-2/ypcb_00338_1p1_ddr3.cvc.sdf,,fails after check_starting_data_search_exhausted; final state 0 after reset; lane 1 start_index_check=48 dq_target_index=33
baseline-no-lock-seed-3,baseline_no_lock_seed_1_30,3,baseline-no-lock,3,True,,23,22,True,True,100663295,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,False,False,False,False,False,37941b5110c32fd142923804c79231341566159845140393e4c45fa469c99a76,artifacts/hardware/baseline-no-lock-seed-1-30/baseline-no-lock-seed-3.json,2026-05-27T18:59:26.451765+00:00,/nix/store/4pnw97bn26lsknlkv3926b6s5dam03xm-ypcb-ddr3-nextpnr-json-seed-3/ypcb_00338_1p1_ddr3.placed.json,/nix/store/zyrzwsrx248z1arjnkd3lizj66m8nn9i-ypcb-ddr3-cvc-sdf-seed-3/ypcb_00338_1p1_ddr3.cvc.sdf,,passes calibration and BIST
baseline-no-lock-seed-4,baseline_no_lock_seed_1_30,4,baseline-no-lock,3,True,,23,22,True,True,100663295,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,False,False,False,False,False,9b9bf3e3c216ce40258f75e470ad48b94a711fd256c3851ab0f205a7ede6017f,artifacts/hardware/baseline-no-lock-seed-1-30/baseline-no-lock-seed-4.json,2026-05-27T19:00:01.567615+00:00,/nix/store/14x05r7f7qjw9ag6s26fd580gmaxz6yd-ypcb-ddr3-nextpnr-json-seed-4/ypcb_00338_1p1_ddr3.placed.json,/nix/store/86gcag1fsaib67npy9brsfjrwnlm84gh-ypcb-ddr3-cvc-sdf-seed-4/ypcb_00338_1p1_ddr3.cvc.sdf,,passes calibration and BIST
baseline-no-lock-seed-5,baseline_no_lock_seed_1_30,5,baseline-no-lock,3,True,,23,22,True,True,100663295,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,False,False,False,False,False,305999d6de19c6f5cf8bc77740479ec966eb25390b79b63b0997503471cc9df8,artifacts/hardware/baseline-no-lock-seed-1-30/baseline-no-lock-seed-5.json,2026-05-27T19:00:36.775996+00:00,/nix/store/s1zla5q19jk42kldi6q3m5whbgnhdy4p-ypcb-ddr3-nextpnr-json-seed-5/ypcb_00338_1p1_ddr3.placed.json,/nix/store/43x6xad6wl41cf947x631mziwq3a5v7i-ypcb-ddr3-cvc-sdf-seed-5/ypcb_00338_1p1_ddr3.cvc.sdf,,passes calibration and BIST
baseline-no-lock-seed-6,baseline_no_lock_seed_1_30,6,baseline-no-lock,3,False,"calib_incomplete,calib_state_not_done,bist_not_done",0,2,False,False,0,0,True,2,check_starting_data_search_exhausted,0,14,22,48,True,False,33,0,False,False,0,0,True,False,True,True,False,33d8673e84901196f561ec2418bcd9bab6283c203e820d57617f7ae7bb41b509,artifacts/hardware/baseline-no-lock-seed-1-30/baseline-no-lock-seed-6.json,2026-05-27T19:01:17.759464+00:00,/nix/store/bnvavwzf8pid2ji0mycppk63zyinxjh1-ypcb-ddr3-nextpnr-json-seed-6/ypcb_00338_1p1_ddr3.placed.json,/nix/store/rk60jv9g0grc00wfnry0g8dv0ldxapx7-ypcb-ddr3-cvc-sdf-seed-6/ypcb_00338_1p1_ddr3.cvc.sdf,,fails after check_starting_data_search_exhausted; final state 0 after reset; lane 0 start_index_check=48 dq_target_index=33
baseline-no-lock-seed-7,baseline_no_lock_seed_1_30,7,baseline-no-lock,3,True,,23,22,True,True,100663295,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,False,False,False,False,False,182c59fe70204a4b14b944ac324ea9506603878dbcd1f4cb34d500cac35c2501,artifacts/hardware/baseline-no-lock-seed-1-30/baseline-no-lock-seed-7.json,2026-05-27T19:01:53.012004+00:00,/nix/store/0r2gcqrivdasyz60z8kg9r3ij0ip5fw4-ypcb-ddr3-nextpnr-json-seed-7/ypcb_00338_1p1_ddr3.placed.json,/nix/store/mfavlp16blmlrz7nplpy85jchhf474iq-ypcb-ddr3-cvc-sdf-seed-7/ypcb_00338_1p1_ddr3.cvc.sdf,,passes calibration and BIST
baseline-no-lock-seed-8,baseline_no_lock_seed_1_30,8,baseline-no-lock,3,True,,23,22,True,True,100663295,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,False,False,False,False,False,35b9539c6a501dc328d319fb5f8fbc0dbcbd5d16deaf2c2705f5ef30a375ea48,artifacts/hardware/baseline-no-lock-seed-1-30/baseline-no-lock-seed-8.json,2026-05-27T19:02:28.250610+00:00,/nix/store/2p1gsjg197mrmihqlrxnrp7ylnchwdy1-ypcb-ddr3-nextpnr-json-seed-8/ypcb_00338_1p1_ddr3.placed.json,/nix/store/y74b7x0nj8wskq9hia9vm8703m7bsg5a-ypcb-ddr3-cvc-sdf-seed-8/ypcb_00338_1p1_ddr3.cvc.sdf,,passes calibration and BIST
baseline-no-lock-seed-9,baseline_no_lock_seed_1_30,9,baseline-no-lock,3,True,,23,22,True,True,100663295,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,False,False,False,False,False,bc9e3073f67fdf56c419f10091d062dd3db76e8ec555ed2223b0e60ab2768fd2,artifacts/hardware/baseline-no-lock-seed-1-30/baseline-no-lock-seed-9.json,2026-05-27T19:03:03.476369+00:00,/nix/store/hq1yvvyagvigv93k9yhiff36hrvgx8fm-ypcb-ddr3-nextpnr-json-seed-9/ypcb_00338_1p1_ddr3.placed.json,/nix/store/icifxmz6r5jqxc313mmfb2rzrq2yafp6-ypcb-ddr3-cvc-sdf-seed-9/ypcb_00338_1p1_ddr3.cvc.sdf,,passes calibration and BIST
baseline-no-lock-seed-10,baseline_no_lock_seed_1_30,10,baseline-no-lock,3,True,,23,22,True,True,100663295,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,False,False,False,False,False,d7923a7193229c9834e790e3b17bcf65bfb9c600c26782447fc6b52415af4855,artifacts/hardware/baseline-no-lock-seed-1-30/baseline-no-lock-seed-10.json,2026-05-27T19:03:38.692921+00:00,/nix/store/p7rw5yk68n6rqckdvgmmb4jlx493w6gz-ypcb-ddr3-nextpnr-json-seed-10/ypcb_00338_1p1_ddr3.placed.json,/nix/store/whmcxhihnghr30i5b7pvdnmqawly7n1q-ypcb-ddr3-cvc-sdf-seed-10/ypcb_00338_1p1_ddr3.cvc.sdf,,passes calibration and BIST
baseline-no-lock-seed-11,baseline_no_lock_seed_1_30,11,baseline-no-lock,3,False,"calib_incomplete,calib_state_not_done,bist_not_done",0,1,False,False,0,0,True,2,check_starting_data_search_exhausted,0,14,22,48,True,False,33,0,False,False,0,0,True,False,True,True,False,8c6c65227446b8ee4957891270ecc0e6e40fc00f74d957d70661912e64895b82,artifacts/hardware/baseline-no-lock-seed-1-30/baseline-no-lock-seed-11.json,2026-05-27T19:04:19.662829+00:00,/nix/store/88k6rh4776csianfijsb2bhqggf0ma1n-ypcb-ddr3-nextpnr-json-seed-11/ypcb_00338_1p1_ddr3.placed.json,/nix/store/mg86zc7l1qrgdrwys429yh168ykmw6vz-ypcb-ddr3-cvc-sdf-seed-11/ypcb_00338_1p1_ddr3.cvc.sdf,,fails after check_starting_data_search_exhausted; final state 0 after reset; lane 0 start_index_check=48 dq_target_index=33
baseline-no-lock-seed-12,baseline_no_lock_seed_1_30,12,baseline-no-lock,3,False,"calib_incomplete,calib_state_not_done,bist_not_done",0,2,False,False,0,0,True,2,check_starting_data_search_exhausted,0,14,22,48,True,False,33,0,False,False,0,0,True,False,True,True,False,15dd3f9771b061441fa00f08dd5ee4143d799b588ddd6f874c1ef3ba57163ab4,artifacts/hardware/baseline-no-lock-seed-1-30/baseline-no-lock-seed-12.json,2026-05-27T19:05:00.661221+00:00,/nix/store/ldfbdv2h5mbdk0csnxlzl7l1iqjmmvaj-ypcb-ddr3-nextpnr-json-seed-12/ypcb_00338_1p1_ddr3.placed.json,/nix/store/vs8bg3dvhsj7gy0djnk8h2310zm1dm69-ypcb-ddr3-cvc-sdf-seed-12/ypcb_00338_1p1_ddr3.cvc.sdf,,fails after check_starting_data_search_exhausted; final state 0 after reset; lane 0 start_index_check=48 dq_target_index=33
baseline-no-lock-seed-13,baseline_no_lock_seed_1_30,13,baseline-no-lock,3,True,,23,22,True,True,100663295,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,False,False,False,False,False,b0f03929d6cb3725cb8ed0592cd4b27130a499b0327255272cb2eb744d8110f3,artifacts/hardware/baseline-no-lock-seed-1-30/baseline-no-lock-seed-13.json,2026-05-27T19:05:35.869823+00:00,/nix/store/lgkkmjfy4vlpr4a18g49g6msq9fil5h8-ypcb-ddr3-nextpnr-json-seed-13/ypcb_00338_1p1_ddr3.placed.json,/nix/store/xc7zfwa9n7hjfg133zxdfpqd1kpw2saq-ypcb-ddr3-cvc-sdf-seed-13/ypcb_00338_1p1_ddr3.cvc.sdf,,passes calibration and BIST
baseline-no-lock-seed-14,baseline_no_lock_seed_1_30,14,baseline-no-lock,3,True,,23,22,True,True,100663295,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,False,False,False,False,False,84a6e8e5883ed8717f3db930fb16a7a3314f379de310c9a3e561b2a78bc7b59a,artifacts/hardware/baseline-no-lock-seed-1-30/baseline-no-lock-seed-14.json,2026-05-27T19:06:11.071536+00:00,/nix/store/vj21kg08dw5c4k50lwk41fr5p7yyhdp6-ypcb-ddr3-nextpnr-json-seed-14/ypcb_00338_1p1_ddr3.placed.json,/nix/store/py15l07cnjnh5wsg1jz9mdyh9xzpvhnd-ypcb-ddr3-cvc-sdf-seed-14/ypcb_00338_1p1_ddr3.cvc.sdf,,passes calibration and BIST
baseline-no-lock-seed-15,baseline_no_lock_seed_1_30,15,baseline-no-lock,3,True,,23,22,True,True,100663295,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,False,False,False,False,False,9c2099403c8fa82f4afc07877df00bd746faf5115ec3fb0448f62ab7d5cee984,artifacts/hardware/baseline-no-lock-seed-1-30/baseline-no-lock-seed-15.json,2026-05-27T19:06:46.236369+00:00,/nix/store/lm5pz22253qb0bw1c0wjny1gacjc09v6-ypcb-ddr3-nextpnr-json-seed-15/ypcb_00338_1p1_ddr3.placed.json,/nix/store/2gh0a9nys4mnvgsir71b4zmdqzv80cx0-ypcb-ddr3-cvc-sdf-seed-15/ypcb_00338_1p1_ddr3.cvc.sdf,,passes calibration and BIST
baseline-no-lock-seed-16,baseline_no_lock_seed_1_30,16,baseline-no-lock,3,False,"calib_incomplete,calib_state_not_done,bist_not_done",3,13,False,False,0,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,False,False,False,False,False,a6c5fea8fa764567fa42d974f9aad2a1d352a46346de09dc3c4730d3418b6b27,artifacts/hardware/baseline-no-lock-seed-1-30/baseline-no-lock-seed-16.json,2026-05-27T19:07:27.349733+00:00,/nix/store/87sk1zbjh6az87wlq5npj6ad8rn6fhkh-ypcb-ddr3-nextpnr-json-seed-16/ypcb_00338_1p1_ddr3.placed.json,/nix/store/ai4dzq0wdfff4sg63n36d4nw5nkxs7xg-ypcb-ddr3-cvc-sdf-seed-16/ypcb_00338_1p1_ddr3.cvc.sdf,,failing calibration row stops at state 3 instruction 13 without captured abort
baseline-no-lock-seed-17,baseline_no_lock_seed_1_30,17,baseline-no-lock,3,True,,23,22,True,True,100663295,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,False,False,False,False,False,035bebda2a989593988a77dd374d87767d5444c8c82d84da0a8244e9bc0d66f0,artifacts/hardware/baseline-no-lock-seed-1-30/baseline-no-lock-seed-17.json,2026-05-27T19:08:02.576785+00:00,/nix/store/wxkghw47jyp6byi5widhz1js52zlypai-ypcb-ddr3-nextpnr-json-seed-17/ypcb_00338_1p1_ddr3.placed.json,/nix/store/ajv6adqn9qxdj01zy3zqf87ybzwkchhq-ypcb-ddr3-cvc-sdf-seed-17/ypcb_00338_1p1_ddr3.cvc.sdf,,passes calibration and BIST
baseline-no-lock-seed-18,baseline_no_lock_seed_1_30,18,baseline-no-lock,3,True,,23,22,True,True,100663295,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,False,False,False,False,False,20e2570e9bbfb4031f469212bfa10b6ce455f667c320d5b8d749e00cd2dfe83e,artifacts/hardware/baseline-no-lock-seed-1-30/baseline-no-lock-seed-18.json,2026-05-27T19:08:37.718815+00:00,/nix/store/0vxr5i5zmgp7x4bwflvqlrc23z5zjlqp-ypcb-ddr3-nextpnr-json-seed-18/ypcb_00338_1p1_ddr3.placed.json,/nix/store/l25jq5nlgvzf2b55v77lhf8v553jxzc8-ypcb-ddr3-cvc-sdf-seed-18/ypcb_00338_1p1_ddr3.cvc.sdf,,passes calibration and BIST
baseline-no-lock-seed-19,baseline_no_lock_seed_1_30,19,baseline-no-lock,3,True,,23,22,True,True,100663295,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,False,False,False,False,False,49a3226e389871c146c707be6ba301818035fc8ab633b90e1f74f9113cbe4e1a,artifacts/hardware/baseline-no-lock-seed-1-30/baseline-no-lock-seed-19.json,2026-05-27T19:09:12.933578+00:00,/nix/store/cp4hw10ln4z2b009dw28sd01smxlpbpr-ypcb-ddr3-nextpnr-json-seed-19/ypcb_00338_1p1_ddr3.placed.json,/nix/store/7xy6kyq2p3kcaqvhq8cizmbf668qnc63-ypcb-ddr3-cvc-sdf-seed-19/ypcb_00338_1p1_ddr3.cvc.sdf,,passes calibration and BIST
baseline-no-lock-seed-20,baseline_no_lock_seed_1_30,20,baseline-no-lock,3,False,"calib_incomplete,calib_state_not_done,bist_not_done",0,2,False,False,0,0,True,2,check_starting_data_search_exhausted,0,14,22,48,True,False,33,0,False,False,0,0,True,False,True,True,False,8605d9827f1f4869a4e38197eba107d216f851ba0044dfa580e3b9eed861063b,artifacts/hardware/baseline-no-lock-seed-1-30/baseline-no-lock-seed-20.json,2026-05-27T19:09:53.946595+00:00,/nix/store/fkym66mwrgcyy24kwsvfn3dnckypx5zs-ypcb-ddr3-nextpnr-json-seed-20/ypcb_00338_1p1_ddr3.placed.json,/nix/store/lcxc5s8ddg4xd976wmzpwc1afk0h4kid-ypcb-ddr3-cvc-sdf-seed-20/ypcb_00338_1p1_ddr3.cvc.sdf,,fails after check_starting_data_search_exhausted; final state 0 after reset; lane 0 start_index_check=48 dq_target_index=33
baseline-no-lock-seed-21,baseline_no_lock_seed_1_30,21,baseline-no-lock,3,True,,23,22,True,True,100663295,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,False,False,False,False,False,4f3b529ce5e438a770476e45d47808e519d0342fc27e8581aab0a2f4f8bb588f,artifacts/hardware/baseline-no-lock-seed-1-30/baseline-no-lock-seed-21.json,2026-05-27T19:10:29.120909+00:00,/nix/store/pyxw9kl5h4wybm2fxhv397i0m066s8s1-ypcb-ddr3-nextpnr-json-seed-21/ypcb_00338_1p1_ddr3.placed.json,/nix/store/adg5jq3sd5ajb1rqh9qhjqn6wgzvvlgh-ypcb-ddr3-cvc-sdf-seed-21/ypcb_00338_1p1_ddr3.cvc.sdf,,passes calibration and BIST
